name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,easting,northing,longitude,latitude,runtime
Station,Lewisham,www.stationhotelhithergreen.co.uk,0,E09000023,Lee Green,E05000447,14 Staplehurst Rd Hither Green,London,,539063.000122197,174573.00012149662,0.0016269804275197907,51.45254973404217,11/27/2022
The Hootananny Brixton,Lambeth,www.hootanannybrixton.co.uk,100000000000,E09000022,Herne Hill,E05000423,95 Effra Road,Lambeth,,531187.000122197,174627.00012159348,-0.1116493605874594,51.45491509105734,11/27/2022
Great Exhibition,Southwark,www.greatexhibition.pub,200000000000,E09000028,Goose Green,E05011103,193 Crystal Palace Road,Southwark,,534078.000122197,174644.00012159348,-0.0700539770893149,51.454390488145116,11/27/2022
Effra Social,Lambeth,www.effrasocial.com,100000000000,E09000022,Herne Hill,E05000423,89 Effra Road,Lambeth,,531172.000122197,174653.00012159348,-0.11185550572900774,51.4551522471636,11/27/2022
Rivoli Ballroom,Lewisham,www.rivoliballroom.com,100000000000,E09000023,Crofton Park,E05000441,350 Brockley Road,Lewisham,,536467.000122197,174745.00012149662,-0.035648787777515165,51.454727308761605,11/27/2022
The Mct At Alleyn's,Southwark,www.mct.alleyns.org.uk,0,E09000028,Goose Green,E05011103,Alleyn's School Townley Road,East Dulwich,,533392.4970703945,174821.82287549973,-0.0798481999770829,51.45615062855035,11/27/2022
Crayford Arms,Bexley,www.crayfordarms.co.uk,10011862323,E09000004,Crayford,E05011222,37 Crayford High Street,Bexley,,551353.0001222938,174882.00012129545,0.17852552841754812,51.45217422323918,11/27/2022
The Duke,Richmond Upon Thames,,100000000000,E09000027,South Richmond,E05000528,2 Duke Street,Richmond Upon Thames,,517906.0001221001,174970.00012169778,-0.3026109815339081,51.46092057659437,11/27/2022
Fox & Firkin,Lewisham,www.foxfirkin.com,100000000000,E09000023,Lewisham Central,E05000448,316 Lewisham High Street,Lewisham,,538048.000122197,174981.00012149662,-0.012813852713046548,51.456464921888916,11/27/2022
Red Cow,Richmond Upon Thames,www.redcowpub.com,100000000000,E09000027,South Richmond,E05000528,59 Sheen Road,Richmond Upon Thames,,518417.0001221001,175015.00012169778,-0.2952429831814366,51.46121836694212,11/27/2022
Bar Nuvo,Lewisham,,100000000000,E09000023,Lewisham Central,E05000448,286 Lewisham High Street,Lewisham,,538095.000122197,175037.00012149662,-0.01211586081064219,51.45695673784229,11/27/2022
Ivy House,Southwark,www.ivyhousenunhead.com,10013526983,E09000028,Peckham Rye,E05011111,40 Stuart Road,Southwark,,535427.000122197,175047.00012159348,-0.05049388212402185,51.45769126535562,11/27/2022
Gremio De Brixton,Lambeth,,10090196516,E09000022,Tulse Hill,E05000435,Lambeth ,,,530977.000122197,175094.00012159348,-0.11449742885622435,51.45916097749136,11/27/2022
The Red Lion,Greenwich,,10010201622,E09000011,Shooters Hill,E05000227,6 Red Lion Place,Greenwich,,543191.0001222938,176649.00012149662,0.0618441695624158,51.470177144410926,11/27/2022
Long Pond,Greenwich,,100000000000,E09000011,Eltham North,E05000218,110 Westmount Road,Greenwich,,543191.0001222938,175118.00012149662,0.06122397710056839,51.45641844957983,11/27/2022
The Prince Albert,Bexley,www.theprincealbert.pub,100000000000,E09000004,Bexleyheath,E05011219,2 Broadway,Bexley,,549671.0001222938,175143.00012139976,0.15444432311423026,51.45496680941004,11/27/2022
East Dulwich Tavern,Southwark,www.eastdulwichtavern.com,10091912263,E09000028,Goose Green,E05011103,1 Lordship Lane,Southwark,,533836.000122197,175246.00012159348,-0.07330739963219708,51.45985822258447,11/27/2022
Upstairs At The Ritzy,Lambeth,www.picturehouses.com/cinema/Ritzy_Picturehouse/Whats_On?filter=Upstairs,100023387982,E09000022,Coldharbour,E05000420,Brixton Rd London,,,531087.000122197,175289.00012159348,-0.11284252391409358,51.46088810903961,11/27/2022
So.uk,Lambeth,www.soukclapham.co.uk/,100000000000,E09000022,Clapham Town,E05000419,165 Clapham High Street,Lambeth,,529521.000122197,175310.00012159348,-0.13536639937794762,51.46143742541257,11/27/2022
The Prince Of Wales,Lambeth,,100000000000,E09000022,Coldharbour,E05000420,467-469 Brixton Road,Lambeth,,531052.000122197,175310.00012159348,-0.11333831304111086,51.461084956525795,11/27/2022
Dogstar,Lambeth,www.dogstarbrixton.com/,100000000000,E09000022,Coldharbour,E05000420,389 Coldharbour Lane,Lambeth,,531262.000122197,175316.00012159348,-0.1103146321840993,51.46109021348515,11/27/2022
Studio Voltaire,Lambeth,,100000000000,E09000022,Clapham Town,E05000419,1a Nelsons Row,Lambeth,,529710.000122197,175317.00012159348,-0.13264446754820716,51.46145705187346,11/27/2022
Stane Street Syndicate,Lambeth,www.thestanestreetsyndicate.co.uk,100000000000,E09000022,Clapham Town,E05000419,196 Clapham High Street,Lambeth,,529444.000122197,175334.00012159348,-0.1364655019281683,51.46167075053607,11/27/2022
Chip Shop Brixton,Lambeth,www.chipshopbxtn.com/home,200000000000,E09000022,Coldharbour,E05000420,380 Coldharbour Lane,Lambeth,,531246.000122197,175353.00012159348,-0.1105311013528006,51.46142646822798,11/27/2022
The Clapham Grand,Wandsworth,www.claphamgrand.com,100000000000,E09000032,Northcote,E05000619,21-25 St. John's Hill,Wandsworth,,527269.000122197,175365.00012159348,-0.16774926584080097,51.462442704749684,11/27/2022
Revolution,Lambeth,,100000000000,E09000022,Clapham Town,E05000419,95-97 Clapham High Street,Lambeth,,529704.000122197,175430.00012159348,-0.13268933486149084,51.462474046825676,11/27/2022
Infernos,Lambeth,www.infernos.co.uk,100000000000,E09000022,Clapham Town,E05000419,146 Clapham High Street,Lambeth,,529591.000122197,175443.00012159348,-0.13431046927471765,51.4626167767158,11/27/2022
Sheen Lane Centre,Richmond Upon Thames,https://www.richmond.gov.uk/services/hall_and_venue_bookings/sheen_lane_centre_venue_hire,0,E09000027,East Sheen,E05000517,74 Sheen Laneeast Sheen ,,,520438.88812259585,175468.17089799792,-0.2659952412834534,51.46486497404717,11/27/2022
Waterfront,Wandsworth,www.thewaterfrontlondon.co.uk,0,E09000032,St. Mary's Park,E05000622,Baltimore House Juniper Dr,London,,526130.000122197,175508.00012159348,-0.18408715931356928,51.46398301138969,11/27/2022
The Four Thieves,Wandsworth,www.fourthieves.pub,0,E09000032,Shaftesbury,E05000623,51 Lavender Gardens London,,,527736.000122197,175510.00012159348,-0.1609773348830684,51.463640733420796,11/27/2022
Lotus,Lambeth,www.lotusbar.co.uk,100000000000,E09000022,Clapham Town,E05000419,76 Clapham High Street,Lambeth,,529746.000122197,175513.00012159348,-0.13205455298067387,51.463210404585574,11/27/2022
Pop Brixton,Lambeth,www.popbrixton.org,10093056849,E09000022,Coldharbour,E05000420,Unit S05 Pop Brixton,49,Brixton Station Road,531226.000122197,175521.00012159348,-0.1107564948170514,51.462941035164775,11/27/2022
Royal Oak,Hounslow,www.royaloakisleworth.co.uk,100000000000,E09000018,Isleworth,E05000362,128 Worton Road,Hounslow,,515358.0001221001,175542.00012169778,-0.3390888569104811,51.46658729798333,11/27/2022
Simulacra Studio,Lambeth,www.simulacrastudio.com,100000000000,E09000022,Coldharbour,E05000420,302-304 Barrington Road,Lambeth,,531553.000122197,175548.00012159348,-0.1060414320922886,51.463107777641355,11/27/2022
Fu Manchu,Lambeth,,200000000000,E09000022,Larkhall,E05000425,15-16 Lendal Terrace,Lambeth,,530006.000122197,175594.00012159348,-0.1282837015182173,51.46387874010087,11/27/2022
Anchor,Wandsworth,,100000000000,E09000032,Latchmere,E05000617,61 Holgate Avenue,Wandsworth,,526573.000122197,175604.00012159348,-0.17767830435991125,51.46474694232232,11/27/2022
Battersea Arts Centre,Wandsworth,www.bac.org.uk,121015942,E09000032,Shaftesbury,E05000623,Lavender Hill Wandsworth,,,527854.000122197,175625.00012159348,-0.15923782512832782,51.464647694886224,11/27/2022
Phonox,Lambeth,www.phonox.co.uk/,100000000000,E09000022,Ferndale,E05000421,418 Brixton Road,Lambeth,,531059.000122197,175627.00012159348,-0.11312006646747766,51.463932431342414,11/27/2022
Club K Hounslow,Hounslow,,100000000000,E09000018,Hounslow Central,E05000358,236a High Street,Hounslow,,513630.0001221001,175644.00012169778,-0.36392461359323475,51.467853844955805,11/27/2022
Joiners Arms,Lewisham,,100000000000,E09000023,Lewisham Central,E05000448,66 Lewisham High Street,Lewisham,,538273.000122197,175681.00012149662,-0.009303333532601224,51.462700997980214,11/27/2022
Suburb Sw11,Wandsworth,,100000000000,E09000032,Latchmere,E05000617,148 Falcon Road,Wandsworth,,527254.000122197,175696.00012159348,-0.16784592752010097,51.46542109311733,11/27/2022
Castle,Hounslow,,100000000000,E09000018,Isleworth,E05000362,18 Upper Square,Hounslow,,516469.0001221001,175709.00012169778,-0.3230450980970409,51.46786080338798,11/27/2022
Landor,Lambeth,www.thelandorpub.com,100000000000,E09000022,Larkhall,E05000425,70 Landor Road,Lambeth,,530267.000122197,175742.00012159348,-0.12447365941866606,51.46514890140421,11/27/2022
Bread & Roses,Lambeth,www.breadandrosespub.com,100000000000,E09000022,Clapham Town,E05000419,68 Clapham Manor Street,Lambeth,,529538.000122197,175746.00012159348,-0.1349620157289199,51.46535221306542,11/27/2022
The Half Moon Putney,Wandsworth,www.halfmoon.co.uk,121002857,E09000032,Thamesfield,E05000625,93 Lower Richmond Road,Wandsworth,,523730.000122197,175760.00012159348,-0.21853397090647322,51.4667779172341,11/27/2022
O2 Academy Brixton,Lambeth,www.academymusicgroup.com/o2academybrixton,100000000000,E09000022,Ferndale,E05000421,211 Stockwell Road,Lambeth,,531027.000122197,175760.00012159348,-0.11353120271417537,51.46513520372803,11/27/2022
Dukes Head,Wandsworth,www.dukesheadputney.com,100000000000,E09000032,Thamesfield,E05000625,The Dukes Head 8,Lower Richmond Road,Wandsworth,523937.000122197,175765.00012159348,-0.2155533817714955,51.466777553276216,11/27/2022
Cafe Cairo,Lambeth,,100000000000,E09000022,Larkhall,E05000425,88 Landor Road,Lambeth,,530339.000122197,175767.00012159348,-0.12342841349319257,51.46535701439981,11/27/2022
Old Nuns Head,Southwark,www.theoldnunshead.co.uk,200000000000,E09000028,Nunhead & Queen's Road,E05011108,15 Nunhead Green,Southwark,,534883.000122197,175819.00012159348,-0.05802550021370836,51.46475943885763,11/27/2022
Blackheath Halls,Greenwich,www.blackheathhalls.com,100000000000,E09000011,Blackheath Westcombe,E05000215,23 Lee Road,Lewisham,,539695.000122197,175849.00012149662,0.011221900221628672,51.46386157882878,11/27/2022
Canavan's Peckham Pool Club,Southwark,,200000000000,E09000028,Rye Lane,E05011113,Flat 188,Rye Lane,Southwark,534392.000122197,176025.00012159348,-0.06501198452077159,51.46672767617534,11/27/2022
Block 336,Lambeth,www.block336.com,10091845237,E09000022,Ferndale,E05000421,336 Brixton Road,Lambeth,,531151.000122197,176041.00012159348,-0.11164266723910019,51.46763201195888,11/27/2022
Tasty Bakery,Southwark,,200000000000,E09000028,Rye Lane,E05011113,207 Rye Lane,Southwark,,534393.000122197,176073.00012159348,-0.06497934145962826,51.46715883504692,11/27/2022
Phoenix,Lambeth,www.phoenixclapham.com,200000000000,E09000022,Larkhall,E05000425,348 Clapham Road,Lambeth,,530180.000122197,176093.00012159348,-0.1255962296928026,51.46832362118532,11/27/2022
O'neills,Lewisham,www.oneills.co.uk/national-search/london/blackheath,200000000000,E09000023,Blackheath,E05000438,52 Tranquil Vale,Lewisham,,539577.000122197,176122.00012149662,0.009631960805189571,51.46634415420671,11/27/2022
John The Unicorn,Southwark,www.johntheunicorn.com,0,E09000028,Rye Lane,E05011113,157-159 Rye Ln London,,,534323.000122197,176194.00012159348,-0.0659406067999548,51.468262936391504,11/27/2022
Red Lion,Hounslow,www.red-lion.info,100000000000,E09000018,Syon,E05000364,92-94 Linkfield Road,Hounslow,,515807.0001221001,176268.00012169778,-0.33238919002778733,51.47302140123893,11/27/2022
Copeland Gallery,Southwark,,10091904160,E09000028,Rye Lane,E05011113,Unit C2 Industrial Park,133,Copeland Road,534444.000122197,176334.00012159348,-0.06414618193486392,51.46949243518902,11/27/2022
Copeland Park & Bussey Building,Southwark,,10091904160,E09000028,Rye Lane,E05011113,Unit C2 Industrial Park,133,Copeland Road,534444.000122197,176334.00012159348,-0.06414618193486392,51.46949243518902,11/27/2022
Brixton Jamm,Lambeth,www.brixtonjamm.org/,100000000000,E09000022,Vassall,E05000436,261 Brixton Road,Lambeth,,531238.000122197,176338.00012159348,-0.11028043609550119,51.47028117346038,11/27/2022
The Bulls Head Barnes,Richmond Upon Thames,www.thebullsheadbarnes.com,100000000000,E09000027,Barnes,E05000516,373 Lonsdale Road,Richmond Upon Thames,,521579.000122197,176429.00012169778,-0.2492582109380534,51.473257424646484,11/27/2022
Longfield Hall,Lambeth,,10091908880,E09000022,Vassall,E05000436,50 Knatchbull Road,Lambeth,,531713.000122197,176456.00012159348,-0.10340085854368825,51.47123132467824,11/27/2022
Bull Hotel,Greenwich,,100000000000,E09000011,Shooters Hill,E05000227,151 Shooters Hill,Greenwich,,543637.0001222938,176506.00012149662,0.06820361798492895,51.46877899091203,11/27/2022
Le Quecumbar And Brasserie,Wandsworth,www.quecumbar.co.uk,100000000000,E09000032,St. Mary's Park,E05000622,42-44 Battersea High Street,Wandsworth,,526916.000122197,176584.00012159348,-0.1723906974813228,51.47347833006799,11/27/2022
The White Horse,Hammersmith And Fulham,www.whitehorsesw6.com,34069416,E09000013,Parsons Green And Walham,E05000260,42795 Parsons Green,Hammersmith And Fulham,,525103.000122197,176595.00012159348,-0.1984802944638766,51.47398107053605,11/27/2022
Jazzlive At The Crypt,Southwark,www.jazzlive.co.uk,0,E09000028,St. Giles,E05011115,St. Giles Church Camberwell Church St,London,,532969.000122197,176635.00012159348,-0.08525854559174639,51.472546272404685,11/27/2022
Grove,Wandsworth,www.thegrovebattersea.co.uk/contactfind-us,100000000000,E09000032,Queenstown,E05000620,279 Battersea Park Road,Wandsworth,,528369.000122197,176684.00012159348,-0.15144258556878035,51.47404925082151,11/27/2022
The Tiger,Southwark,,200000000000,E09000028,Camberwell Green,E05011096,18 Camberwell Green,Southwark,,532577.000122197,176703.00012159348,-0.09087441641111654,51.47324943166757,11/27/2022
Prince Of Peckham,Southwark,,200000000000,E09000028,Rye Lane,E05011113,1 Clayton Road,Southwark,,534463.000122197,176732.00012159348,-0.06372129857416942,51.47306490972323,11/27/2022
Tap On The Line,Richmond Upon Thames,www.tapontheline.co.uk,0,E09000027,Kew,E05000524,Kew Garden Station Station Approach,Richmond,,519184.000122197,176743.00012169778,-0.28362353822173864,51.47658950983725,11/27/2022
The Magic Garden,Wandsworth,,10024085883,E09000032,Queenstown,E05000620,231 Battersea Park Road,Wandsworth,,528522.000122197,176771.00012159348,-0.14920891491589502,51.47479645175721,11/27/2022
The White Horse,Hillingdon,www.oldenglishpub.com,100000000000,E09000017,Heathrow Villages,E05000331,530 Bath Road,Hillingdon,,504933.0001221001,176857.00012169778,-0.48873725225475056,51.48043794988463,11/27/2022
Bunker Club,Lewisham,,100000000000,E09000023,Brockley,E05000439,46 Deptford Broadway,Lewisham,,537242.000122197,176915.00012149662,-0.023657705717271077,51.47404218434127,11/27/2022
Royal Albert,Lewisham,www.royalalbertpub.com,100000000000,E09000023,Brockley,E05000439,460 New Cross Road,Lewisham,,536999.000122197,176971.00012149662,-0.02713305677537781,51.47460437235746,11/27/2022
Five Bells,Lewisham,,100000000000,E09000023,New Cross,E05000449,155 New Cross Road,Lewisham,,535748.000122197,176984.00012159348,-0.04513187662169904,51.47502281078502,11/27/2022
The Amersham Arms,Lewisham,www.theamershamarms.co.uk,100000000000,E09000023,Brockley,E05000439,388 New Cross Road,Lewisham,,536729.000122197,177012.00012149662,-0.031002875944306424,51.475038176872005,11/27/2022
New Cross Inn,Lewisham,www.newcrossinn.com,100000000000,E09000023,New Cross,E05000449,323 New Cross Road,Lewisham,,536413.000122197,177037.00012149662,-0.03554097186546133,51.47533915381398,11/27/2022
The Venue,Lewisham,www.thevenuelondon.com,100000000000,E09000023,New Cross,E05000449,42827 Clifton Rise,Lewisham,,536439.000122197,177048.00012149662,-0.035162538372150484,51.475431742712026,11/27/2022
Royal Oak,Bexley,www.theroyaloakpub.com,100000000000,E09000004,Northumberland Heath,E05011228,270 Bexley Road,Bexley,,550245.0001222938,177072.00012129545,0.1635203779417263,51.47214903232239,11/27/2022
Birds Nest,Lewisham,www.thebirdsnestpub.com,100000000000,E09000023,New Cross,E05000449,32 Deptford Church Street,Lewisham,,537426.000122197,177097.00012149662,-0.020938921069262872,51.4756331787729,11/27/2022
Chelsea Ram,Kensington And Chelsea,www.thechelsearam.co.uk,217008187,E09000020,Chelsea Riverside,E05009391,32 Burnaby Street,Kensington And Chelsea,,526304.000122197,177143.00012159348,-0.18099890758582557,51.478639607190516,11/27/2022
Number3london,Lewisham,,100000000000,E09000023,New Cross,E05000449,3 Creekside,Lewisham,,537469.000122197,177150.00012149662,-0.02029945183016441,51.47609905004914,11/27/2022
British Oak,Greenwich,www.britishoakblackheath.com,100000000000,E09000011,Kidbrooke With Hornfair,E05000223,109 Old Dover Road,Greenwich,,540807.000122197,177193.00012149662,0.027756469489024698,51.47566439323026,11/27/2022
Broadway House,Hammersmith And Fulham,,34069886,E09000013,Fulham Broadway,E05000254,474-476 Fulham Road,Hammersmith And Fulham,,525393.000122197,177232.00012159348,-0.1940802841820955,51.47964226066425,11/27/2022
O'briens,Hounslow,,100000000000,E09000018,Syon,E05000364,11 London Road,Hounslow,,517258.0001221001,177267.00012169778,-0.3111729338184139,51.48170212735042,11/27/2022
Bar 48,Lambeth,,100000000000,E09000022,Oval,E05000426,48 Brixton Road,Lambeth,,531205.000122197,177294.00012159348,-0.11040024166746137,51.47888102314502,11/27/2022
Brewery Tap,Hounslow,www.brewery-tap-brentford.co.uk,100000000000,E09000018,Syon,E05000364,Catherine Wheel Road Hounslow,,,517710.0001221001,177302.00012169778,-0.3046543222713042,51.48192282294071,11/27/2022
Job Centre,Lewisham,www.jobcentredeptford.com,0,E09000023,New Cross,E05000449,120 Deptford High St London,,,537187.000122197,177337.00012149662,-0.024285320665580843,51.477848121252194,11/27/2022
Under The Bridge,Hammersmith And Fulham,www.underthebridge.co.uk,0,E09000013,Parsons Green And Walham,E05000260,Stanford Bridge Fulham Road,Fulham,London,525717.000122197,177408.00012159348,-0.18935385391799914,51.481152225731954,11/27/2022
Queens Head,Hounslow,www.queens-head-cranford.co.uk,200000000000,E09000018,Heston West,E05000357,123 High Street,Hounslow,,510824.0001221001,177434.00012169778,-0.40374742857346513,51.48450085916899,11/27/2022
Watermans Arms,Hounslow,www.watermans-arms.co.uk,100000000000,E09000018,Syon,E05000364,1 Ferry Lane,Hounslow,,518072.0001221001,177483.00012169778,-0.299382469079708,51.48347428554599,11/27/2022
Brown Derby,Lambeth,www.thebrownderby.co.uk,100000000000,E09000022,Oval,E05000426,336 Kennington Park Road,Lambeth,,531097.000122197,177497.00012159348,-0.11187937562303289,51.480730560851455,11/27/2022
Olivers Jazz Bar,Greenwich,www.oliversjazzbar.co.uk,10010246216,E09000011,Greenwich West,E05000222,9 Nevada Street,Greenwich,,538426.000122197,177513.00012149662,-0.006384295518765232,51.47912796961092,11/27/2022
The Battersea Barge,Wandsworth,www.batterseabarge.com,10024084698,E09000032,Queenstown,E05000620,Tideway Dock Tideway Walk,Kirtling Street,Wandsworth,529381.000122197,177621.00012159348,-0.13653442917620476,51.48224023728422,11/27/2022
The Duke,Greenwich,www.thedukedeptford.com,100000000000,E09000011,Greenwich West,E05000222,125 Creek Road,Greenwich,,537559.000122197,177662.00012149662,-0.0188047643502304,51.48067859538678,11/27/2022
The Coach And Horses,Greenwich,www.the-coach-and-horses.co.uk,10010200567,E09000011,Greenwich West,E05000222,13 Greenwich Market,Greenwich,,538347.000122197,177693.00012149662,-0.007450798136394263,51.480764976929315,11/27/2022
Admiral Hardy,Greenwich,www.admiralhardy.co.uk,100000000000,E09000011,Greenwich West,E05000222,7 College Approach,Greenwich,,538317.000122197,177751.00012149662,-0.00785987475124323,51.48129356658768,11/27/2022
Juju,Kensington And Chelsea,www.jujulondon.com,217112650,E09000020,Stanley,E05009405,Flat A-C 316-318,Kings Road,Kensington And Chelsea,526886.000122197,177885.00012159348,-0.17235500685247043,51.48517839716768,11/27/2022
Old Mill,Greenwich,,10010194001,E09000011,Glyndon,E05000221,1 Old Mill Road,Greenwich,,544811.0001222938,177921.00012139976,0.08567591874633808,51.48119574489661,11/27/2022
Trinity Laban Faculty Of Music,Greenwich,https:/www.trinitylaban.ac.uk/whats-on,0,E09000011,Greenwich West,E05000222,King Charles Court Old Royal Naval College,London,,538485.3565064967,177949.07611029595,-0.005358978140720215,51.483032489557154,11/27/2022
Finborough Theatre,Kensington And Chelsea,www.finboroughtheatre.co.uk,217112560,E09000020,Redcliffe,E05009402,118 Finborough Road,Kensington And Chelsea,,525764.000122197,177952.00012159348,-0.18848351471974462,51.48603126588081,11/27/2022
One Over The Ait,Hounslow,www.oneovertheait.co.uk,10093259940,E09000018,Brentford,E05000347,Unit 4 8,Kew Bridge Road,Hounslow,518938.000122197,177955.00012169778,-0.28675622220277985,51.48753537019598,11/27/2022
Fox,Bexley,www.thefoxpubbelvedere.co.uk,100000000000,E09000004,Belvedere,E05011218,79 Nuxley Road,Bexley,,549015.0001222938,177977.00012139976,0.14620365489052645,51.48060689838108,11/27/2022
The Eagle,Lambeth,www.eaglelondon.com/,100000000000,E09000022,Oval,E05000426,349 Kennington Lane,Lambeth,,530676.000122197,178038.00012159348,-0.11773905694913901,51.48569033082348,11/27/2022
Royal Vauxhall Tavern,Lambeth,www.vauxhalltavern.com,100000000000,E09000022,Prince's,E05000427,372 Kennington Lane,Lambeth,,530503.000122197,178054.00012159348,-0.12022359585913274,51.48587408942508,11/27/2022
Grosvenor,City Of Westminster,,200000000000,E09000033,Tachbrook,E05000645,79 Grosvenor Road,City Of Westminster,,529818.000122197,178063.00012159348,-0.13008141894711353,51.48611266670331,11/27/2022
The Old Dairy At Vauxhall City Farm,Lambeth,https://www.facebook.com/musicatthefarm,0,E09000022,Prince's,E05000427,Vauxhall City Farm165 Tyers Street,,,530676.6168823987,178172.06292679906,-0.11768054997882191,51.486895100667795,11/27/2022
The Globe,Hounslow,www.theglobebrentford.com,100000000000,E09000018,Brentford,E05000347,104 Windmill Road,Hounslow,,517443.0001221001,178196.00012169778,-0.30820061275638494,51.49001415101281,11/27/2022
The Troubadour,Kensington And Chelsea,www.troubadourlondon.com,217114565,E09000020,Redcliffe,E05009402,263-267 Old Brompton Road,Kensington And Chelsea,,525653.000122197,178204.00012159348,-0.18999180446192443,51.4883209295035,11/27/2022
Distillers,Hammersmith And Fulham,www.distillershammersmith.co.uk,34030273,E09000013,Hammersmith Broadway,E05000256,64 Fulham Palace Road,Hammersmith And Fulham,,523450.000122197,178208.00012159348,-0.2217076278624786,51.488842211885704,11/27/2022
Pilot,Hounslow,www.pilot-chiswick.co.uk,200000000000,E09000018,Turnham Green,E05000365,56 Wellesley Road,Hounslow,,519667.000122197,178218.00012169778,-0.2761712583654063,51.48974550394527,11/27/2022
The Hammersmith Club,Hammersmith And Fulham,,34149712,E09000013,Hammersmith Broadway,E05000256,11 Rutland Grove,Hammersmith And Fulham,,522971.000122197,178241.00012169778,-0.22859255266866432,51.489243214170266,11/27/2022
The Pheasantry,Kensington And Chelsea,www.pizzaexpresslive.com/venues/chelsea-the-pheasantry,217047024,E09000020,Stanley,E05009405,152 King's Rd Chelsea,London,,527465.000122197,178277.00012159348,-0.1638782286270836,51.48857142968084,11/27/2022
Pelton Arms,Greenwich,www.peltonarms.com,10010201122,E09000011,Peninsula,E05000225,23-25 Pelton Road,Greenwich,,539136.000122197,178336.00012149662,0.0041587519390564156,51.486350072554785,11/27/2022
Eventim Apollo,Hammersmith And Fulham,www.eventimapollo.com,34030384,E09000013,Hammersmith Broadway,E05000256,Queen Caroline Street Hammersmith And Fulham,,,523367.000122197,178355.00012159348,-0.22285123700436052,51.49018159399857,11/27/2022
Old Red Lion,Lambeth,www.theoldredlion.com,100000000000,E09000022,Prince's,E05000427,42 Kennington Park Road,Lambeth,,531647.000122197,178428.00012159348,-0.10361549907626598,51.48897025296443,11/27/2022
Eclipse,Kensington And Chelsea,www.eclipsebars.com,217103754,E09000020,Redcliffe,E05009402,158 Old Brompton Road,Kensington And Chelsea,,526226.000122197,178453.00012159348,-0.18165325177174116,51.49043130008446,11/27/2022
George Iv,Hounslow,www.georgeiv.co.uk,100000000000,E09000018,Turnham Green,E05000365,185 Chiswick High Road,Hounslow,,521096.000122197,178471.00012169778,-0.25550959375866494,51.49171526840097,11/27/2022
Hammersmith Ram,Hammersmith And Fulham,www.thehammersmithram.co.uk,34029868,E09000013,Hammersmith Broadway,E05000256,81 King Street,Hammersmith And Fulham,,523090.000122197,178528.00012169778,-0.22677912878312845,51.491796934099916,11/27/2022
Old Pack Horse,Hounslow,www.oldpackhorsechiswick.co.uk,100000000000,E09000018,Turnham Green,E05000365,434 Chiswick High Road,Hounslow,,520427.000122197,178532.00012169778,-0.26512152282701407,51.49240647644886,11/27/2022
Cask Pub And Kitchen,City Of Westminster,www.caskpubandkitchen.com,100000000000,E09000033,Tachbrook,E05000645,6 Charlwood Street,City Of Westminster,,529415.000122197,178549.00012159348,-0.13570478829621685,51.49057310242575,11/27/2022
Nell's Jazz & Blues,Hammersmith And Fulham,www.nellsjazzandblues.com,34151679,E09000013,Avonmore And Brook Green,E05000252,3 North End Crescent,Hammersmith And Fulham,,524555.000122197,178556.00012159348,-0.20567568358079566,51.49172770922717,11/27/2022
Brasserie & Wine Bar Toulouse Lautrec,Lambeth,www.toulouselautrec.co.uk,200000000000,E09000022,Prince's,E05000427,140 Newington Butts,Lambeth,,531764.000122197,178610.00012159348,-0.10186315174086412,51.490578737167844,11/27/2022
Albert's Club,Kensington And Chelsea,,217060804,E09000020,Courtfield,E05009393,92 Old Brompton Road,Kensington And Chelsea,,526590.000122197,178646.00012159348,-0.1763432754729757,51.49208458574332,11/27/2022
Hampton Court Palace,Southwark,www.hrp.org.uk/hampton-court-palace,200000000000,E09000028,Newington,E05011105,35 Hampton Street,Southwark,,531964.000122197,178675.00012159348,-0.09895943448448172,51.49111627878908,11/27/2022
Ealing Park Tavern,Ealing,www.ealingparktavern.co.uk,12080010,E09000009,Northfield,E05000182,222 South Ealing Road,Hounslow,,517686.0001221001,178762.00012169778,-0.30451300649696433,51.495051152176806,11/27/2022
Albion,Hammersmith And Fulham,www.thealbionpub.com,34056955,E09000013,Avonmore And Brook Green,E05000252,121 Hammersmith Road,Hammersmith And Fulham,,524172.000122197,178778.00012159348,-0.21111211775217056,51.49380733306639,11/27/2022
Montezuma London Club,Kensington And Chelsea,www.montezumalondon.com,217036855,E09000020,Brompton & Hans Town,E05009389,17 Harrington Road,Kensington And Chelsea,,526738.000122197,178804.00012159348,-0.17415560137515387,51.49347151956033,11/27/2022
Cadogan Hall,Kensington And Chelsea,www.cadoganhall.com,217078765,E09000020,Royal Hospital,E05009403,5 Sloane Terrace,Kensington And Chelsea,,528020.000122197,178823.00012159348,-0.15568988106856588,51.49335340024676,11/27/2022
Lamb,Ealing,www.sizzlingpubs.co.uk/findapub/london/thecrownnortholt,12025543,E09000009,Norwood Green,E05000186,137 Norwood Road,Ealing,,512847.0001221001,178832.00012169778,-0.37417462918904976,51.4966672169113,11/27/2022
Bollo House,Ealing,www.thebollohouse.com,12097755,E09000009,Southfield,E05000191,13 Bollo Lane,Ealing,,520186.000122197,178844.00012169778,-0.2684854016297581,51.495262150503955,11/27/2022
