name,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address1,address2,address3,easting,northing,longitude,latitude,runtime
R&v Music Ltd,Tower Hamlets,,6078489,E09000030,Blackwall & Cubitt Town,E05009318,10 Sextant Avenue,Tower Hamlets,,538620.000122197,178845.00012149662,-0.0030691078279585847,51.491051224052676,11/27/2022
The Space,Tower Hamlets,www.space.org.uk,6060149,E09000030,Island Gardens,E05009324,269 Westferry Road,Tower Hamlets,,537264.000122197,178848.00012149662,-0.02258962152169922,51.49140905609677,11/27/2022
Ciné Lumière,Kensington And Chelsea,www.institut-francais.org.uk/cine-lumiere,217107579,E09000020,Brompton & Hans Town,E05009389,17 Queensberry Place,Kensington And Chelsea,,526635.000122197,178865.00012159348,-0.17561676355568048,51.4940428689551,11/27/2022
Corsica Studios,Southwark,www.corsicastudios.com,10013530837,E09000028,North Walworth,E05011107,Southwark ,,,532085.000122197,178888.00012159348,-0.09713764606843979,51.493002369861806,11/27/2022
Plough,Ealing,www.ploughnorthfields.co.uk,12153213,E09000009,Northfield,E05000182,297 Northfield Avenue,Ealing,,517232.0001221001,178931.00012169778,-0.3109945059113641,51.49666457182133,11/27/2022
Apollo Victoria Theatre,City Of Westminster,www.theapollovictoria.com,100000000000,E09000033,Warwick,E05000647,17 Wilton Road,City Of Westminster,,529029.000122197,179061.00012159348,-0.14107496329449082,51.49526307803617,11/27/2022
St John Smiths Square,City Of Westminster,https://www.sjss.org.uk/,0,E09000033,St. James's,E05000644,St John's Smith Square ,,,530111.538086094,179109.0819086954,-0.12547001178786352,51.49544706989952,11/27/2022
Bianca Road Brew Co,Southwark,,200000000000,E09000028,London Bridge & West Bermondsey,E05011104,19 Pages Walk,Southwark,,533395.000122197,179127.00012159348,-0.07818633856776318,51.49484275789494,11/27/2022
Victoria Palace Theatre,City Of Westminster,www.victoriapalacetheatre.co.uk,200002349882,E09000033,St. James's,E05000644,Victoria St Westminster,London,,529037.000122197,179180.00012159348,-0.140916248783452,51.496330797061326,11/27/2022
Studio 338,Greenwich,www.studio338.co.uk/,100000000000,E09000011,Peninsula,E05000225,338 Tunnel Avenue,Greenwich,,539264.000122197,179293.00012149662,0.006378926130508696,51.49491912345394,11/27/2022
Ministry Of Sound,Southwark,club.ministryofsound.com,200000000000,E09000028,St. George's,E05011114,103 Gaunt Street,Southwark,,532040.000122197,179347.00012159348,-0.0976137723616264,51.497138170030446,11/27/2022
The Other Palace,City Of Westminster,www.theotherpalace.co.uk,10033568019,E09000033,St. James's,E05000644,12 Palace Street,City Of Westminster,,529048.000122197,179388.00012159348,-0.14068176985392217,51.498197742280595,11/27/2022
Iklectik,Lambeth,www.iklectikartlab.com,10091119428,E09000022,Bishop's,E05000416,The Grey Studio 20,Carlisle Lane,Lambeth,530836.000122197,179409.00012159348,-0.11492744527321852,51.497975398002026,11/27/2022
Goethe Institute,City Of Westminster,,100000000000,E09000033,Knightsbridge And Belgravia,E05000637,50 Princes Gate,City Of Westminster,,526860.000122197,179421.00012159348,-0.17217711288459528,51.498989707711566,11/27/2022
Canada Water Cultural Space,Southwark,,10090284129,E09000028,Rotherhithe,E05011112,21 Surrey Quays Road,Southwark,,535513.000122197,179456.00012159348,-0.04756497722979679,51.49729577685145,11/27/2022
Printworks,Southwark,,200003500401,E09000028,Surrey Docks,E05011117,1 Surrey Quays Road ,,,535881.000122197,179460.00012159348,-0.04226471550840029,51.49724337406863,11/27/2022
Westminster Abbey,City Of Westminster,www.westminster-abbey.org,0,E09000033,St. James's,E05000644,20 Deans Yd London,,,530086.000122197,179479.00012159348,-0.12570132287699312,51.49877766036548,11/27/2022
Central Hall Westminster,City Of Westminster,www.c-h-w.com,0,E09000033,St. James's,E05000644,Westminster Central Hall Storeys Gate,City Of Westminster,,529861.9916992933,179551.69232129306,-0.12890025549161693,51.499482513341725,11/27/2022
Royal Albert Hall,City Of Westminster,www.royalalberthall.com,0,E09000033,Knightsbridge And Belgravia,E05000637,Kensington Gore City Of Westminster,,,526617.9550781995,179640.67932079732,-0.17558378074438427,51.501018452034025,11/27/2022
Primo Bar,Lambeth,,10008793643,E09000022,Bishop's,E05000416,200 Westminster Bridge Road,Lambeth,,530802.000122197,179657.00012159348,-0.11532506669282819,51.500212202328214,11/27/2022
Hyde,Kensington And Chelsea,,217044013,E09000020,Queen's Gate,E05009401,1 Kensington High Street,Kensington And Chelsea,,525887.000122197,179673.00012159348,-0.18609875455564628,51.50147225496455,11/27/2022
Gladstone Arms,Southwark,www.thegladpub.co.uk,200000000000,E09000028,Borough & Bankside,E05011095,64 Lant Street,Southwark,,532314.000122197,179716.00012159348,-0.09353001444375332,51.5003904899722,11/27/2022
28 West Bar,Tower Hamlets,,6151005,E09000030,Canary Wharf,E05009323,28 Westferry Circus,Tower Hamlets,,537098.000122197,179736.00012149662,-0.02463441425764161,51.49942994097773,11/27/2022
Crown & Sceptre,Hammersmith And Fulham,www.crownandsceptreshepherdsbush.co.uk,34010558,E09000013,Askew,E05000251,57 Melina Road,Hammersmith And Fulham,,522502.000122197,179750.00012169778,-0.23482111058220123,51.50290829236933,11/27/2022
O2 Shepherd's Bush Empire,Hammersmith And Fulham,www.academymusicgroup.com/o2shepherdsbushempire,34030760,E09000013,Shepherd's Bush Green,E05000263,Shepherds Bush Green Hammersmith And Fulham,,,523329.000122197,179771.00012159348,-0.22290334716034743,51.502917153890465,11/27/2022
The Vaults,Lambeth,,10091121720,E09000022,Bishop's,E05000416,Arch 236 Leake Street,Lambeth,,530911.000122197,179799.00012159348,-0.1137027383583176,51.50146320668648,11/27/2022
Old Vic Theatre,Lambeth,www.oldvictheatre.com,200000000000,E09000022,Bishop's,E05000416,103 The Cut,Lambeth,,531346.000122197,179806.00012159348,-0.1074358861115693,51.50142518238649,11/27/2022
New Inn,Ealing,www.thenewinnealing.com,12083098,E09000009,Walpole,E05000192,62 St. Marys Road,Ealing,,517682.0001221001,179823.00012169778,-0.30421661058236527,51.504588853363494,11/27/2022
Belushi's Shepherd's Bush,Hammersmith And Fulham,,34032634,E09000013,Addison,E05000250,13-15 Shepherds Bush Green,Hammersmith And Fulham,,523768.000122197,179856.00012159348,-0.21655107984799274,51.503585162267115,11/27/2022
The Miller,Southwark,www.themiller.co.uk,200000000000,E09000028,London Bridge & West Bermondsey,E05011104,93 Snowsfields,Southwark,,532810.000122197,179856.00012159348,-0.08633487243171269,51.501532392670235,11/27/2022
Bermondsey Yard Cafe,Southwark,www.bermondseyyardcafe.co.uk,10091904712,E09000028,London Bridge & West Bermondsey,E05011104,40 Bermondsey Street,Southwark,,533172.000122197,179898.00012159348,-0.0811060819567776,51.501824674346345,11/27/2022
Underdog Gallery,Southwark,https://www.theunderdog.london/,0,E09000028,London Bridge & West Bermondsey,E05011104,Arch 6 Crucifix Lane London ,,,533239.4816895947,179903.02368109673,-0.08013241981609634,51.50185391670321,11/27/2022
The Prince Of Wales,Ealing,,12126407,E09000009,Elthorne,E05000176,62 Boston Road,Ealing,,515483.0001221001,179915.00012169778,-0.33585928996258707,51.50586953611103,11/27/2022
Greenwood Theatre,Southwark,https://www.kcl.ac.uk/greenwood/index.aspx,0,E09000028,London Bridge & West Bermondsey,E05011104,55 Weston Street London ,,,532948.2894898951,179926.6652826965,-0.08431681440198924,51.50213497684008,11/27/2022
Belushi's London Bridge,Southwark,www.belushis.com,10090282771,E09000028,Chaucer,E05011098,161-165 Borough High Street,Southwark,,532548.000122197,179939.00012159348,-0.09007659019826214,51.50233986894428,11/27/2022
Castle,Ealing,www.castleealing.co.uk,12083156,E09000009,Walpole,E05000192,36 St. Marys Road,Ealing,,517698.0001221001,179946.00012169778,-0.30394510478791553,51.50569111308741,11/27/2022
The Bush Theatre,Hammersmith And Fulham,www.bushtheatre.co.uk,34032421,E09000013,Shepherd's Bush Green,E05000263,7 Uxbridge Road,Hammersmith And Fulham,,523223.000122197,179948.00012169778,-0.22436810528494042,51.50453118656436,11/27/2022
Young Vic,Lambeth,www.youngvic.org/,100023226258,E09000022,Bishop's,E05000416,66 The Cut,Lambeth,,531462.000122197,179958.00012159348,-0.10570876649808833,51.502764322082534,11/27/2022
Gun 27 Coldharbour,Tower Hamlets,www.thegundocklands.com,6081890,E09000030,Blackwall & Cubitt Town,E05009318,27 Cold Harbour,Tower Hamlets,,538378.000122197,179980.00012149662,-0.006107867068722563,51.501310828963554,11/27/2022
The O2,Greenwich,www.theo2.co.uk,10010224811,E09000011,Peninsula,E05000225,Unit 6 Peninsula Square,Greenwich,,539244.000122197,180024.00012149662,0.006379516498071449,51.50149354179613,11/27/2022
Omeara,Southwark,www.omearalondon.com,0,E09000028,Borough & Bankside,E05011095,6 O'meara St London,,,532342.000122197,180077.00012159348,-0.09299134896836236,51.503628427973936,11/27/2022
Indigo At The O?,Greenwich,https://www.theo2.co.uk/events/venue/indigo-at-the-o2,0,E09000011,Peninsula,E05000225,The O2 Peninsula Square,London,,539336.140930295,180087.90887399763,0.007731553343484755,51.50204517762753,11/27/2022
Great Suffolk Street Warehouse,Southwark,,200000000000,E09000028,Borough & Bankside,E05011095,29 Great Suffolk Street,Southwark,,531868.000122197,180092.00012159348,-0.09981189065719617,51.50387405606047,11/27/2022
Bush Hall,Hammersmith And Fulham,www.bushhallmusic.co.uk,34016974,E09000013,Shepherd's Bush Green,E05000263,Bush Hall 310,Uxbridge Road,Hammersmith And Fulham,522822.000122197,180100.00012169778,-0.23009056245212597,51.50598470107384,11/27/2022
George & Dragon,Ealing,www.bestspread.info,12103477,E09000009,South Acton,E05000188,183-185 High Street,Ealing,,520035.000122197,180115.00012169778,-0.270227217751543,51.50671850049226,11/27/2022
Menier Chocolate Factory,Southwark,www.menierchocolatefactory.com,200000000000,E09000028,Borough & Bankside,E05011095,Southwark ,,,532349.000122197,180135.00012159348,-0.09286877355097649,51.50414806436399,11/27/2022
Purcell Room,Lambeth,www.southbankcentre.co.uk/venues/purcell-room,0,E09000022,Bishop's,E05000416,Southbank Centre Belvedere Rd,Lambeth,London,530830.000122197,180254.00012159348,-0.1147003877723952,51.50557133640421,11/27/2022
Royal Festival Hall,Lambeth,www.southbankcentre.co.uk/venues/royal-festival-hall,200000000000,E09000022,Bishop's,E05000416,Southbank Centre Belvedere Road,Lambeth,,530830.000122197,180254.00012159348,-0.1147003877723952,51.50557133640421,11/27/2022
Institute Of Contemporary Arts,City Of Westminster,www.ica.art,100000000000,E09000033,St. James's,E05000644,12 Carlton House Terrace,City Of Westminster,,529815.000122197,180262.00012159348,-0.12931547911136643,51.50587734712542,11/27/2022
Rambert,Lambeth,,100000000000,E09000022,Bishop's,E05000416,99 Upper Ground,Lambeth,,531021.000122197,180269.00012159348,-0.11194405299173033,51.50566189298616,11/27/2022
"Olivier Theatre, National",Lambeth,www.nationaltheatre.org.uk/your-visit/national-theatre-venues/olivier-theatre,200000000000,E09000022,Bishop's,E05000416,Upper Ground Lambeth,,,530884.000122197,180375.00012159348,-0.11387777001123732,51.50664633245498,11/27/2022
Fine Line,Tower Hamlets,www.finelinecanarywharf.co.uk,6136274,E09000030,Canary Wharf,E05009323,29-30 Fishermans Walk,Tower Hamlets,,537395.000122197,180408.00012149662,-0.020096063828031165,51.505397167348846,11/27/2022
Mnky Hse,City Of Westminster,,10091854778,E09000033,West End,E05000649,10 Dover Street,City Of Westminster,,529067.000122197,180444.00012159348,-0.14002169948823529,51.50768447912714,11/27/2022
Heaven,City Of Westminster,www.heavennightclub-london.com,10033544602,E09000033,St. James's,E05000644,11 The Arches,Villiers Street,City Of Westminster,530282.000122197,180463.00012159348,-0.12251543683885745,51.50757638035178,11/27/2022
Notting Hill Arts Club,Kensington And Chelsea,www.nottinghillartsclub.com,217059366,E09000020,Campden,E05009390,19-21 Notting Hill Gate,Kensington And Chelsea,,525402.000122197,180464.00012159348,-0.19280204988122407,51.50868961536844,11/27/2022
Prospect Of Whitby,Tower Hamlets,www.greeneking-pubs.co.uk/pub/prospect-of-whitby-wapping,6027179,E09000030,St. Katharine's & Wapping,E05009330,57 Wapping Wall,Tower Hamlets,,535356.000122197,180486.00012159348,-0.049430282037526835,51.506590305561666,11/27/2022
Crown River Cruises,Tower Hamlets,,6186477,E09000030,St. Katharine's & Wapping,E05009330,Tower Millennium Pier Tower Pier,Tower Hamlets,,533405.000122197,180506.00012159348,-0.07752077010316191,51.50723407781509,11/27/2022
Sam Wanamaker Playhouse,Southwark,www.shakespearesglobe.com/theatre/whats-on/sam-wanamaker-playhouse,200000000000,E09000028,Borough & Bankside,E05011095,21 New Globe Walk,Southwark,,532192.000122197,180515.00012159348,-0.09498731398111472,51.50760007431416,11/27/2022
Bargehouse,Southwark,www.bargehouse.co.uk,0,E09000028,Borough & Bankside,E05011095,Oxo Tower Wharf ,,,531341.000122197,180517.00012159348,-0.10724306847881179,51.50781652054718,11/27/2022
St. James's Piccadilly,City Of Westminster,www.sjp.org.uk,100000000000,E09000033,St. James's,E05000644,197 Piccadilly,City Of Westminster,,529410.000122197,180528.00012159348,-0.1350507229294104,51.508360987848214,11/27/2022
Theatre Royal Haymarket,City Of Westminster,www.trh.co.uk,10033572053,E09000033,St. James's,E05000644,18 Suffolk Street,City Of Westminster,,529784.000122197,180533.00012159348,-0.12966218994225967,51.50832013553454,11/27/2022
St. Martin-In-The-Fields,City Of Westminster,www.stmartin-in-the-fields.org,100000000000,E09000033,St. James's,E05000644,5 St. Martin's Place,City Of Westminster,,530113.000122197,180577.00012159348,-0.12490740770716062,51.508639920274916,11/27/2022
Rum & Sugar,Tower Hamlets,,6151122,E09000030,Canary Wharf,E05009323,1 The Warehouse Hertsmere Road,Tower Hamlets,,537241.000122197,180594.00012149662,-0.022241432199548754,51.50710620025772,11/27/2022
The London Reign,City Of Westminster,,10033541003,E09000033,St. James's,E05000644,215-217 Piccadilly,City Of Westminster,,529524.000122197,180603.00012159348,-0.13338123241910022,51.50900894269967,11/27/2022
Tobacco Dock,Tower Hamlets,www.tobaccodocklondon.com,6009847,E09000030,St. Katharine's & Wapping,E05009330,50 Porters Walk,Tower Hamlets,,534781.000122197,180605.00012159348,-0.057665790737730496,51.50779725365735,11/27/2022
Garrick Theatre,City Of Westminster,www.nimaxtheatres.com/garrick-theatre,100000000000,E09000033,St. James's,E05000644,2 Charing Cross Road,City Of Westminster,,530031.000122197,180644.00012159348,-0.12606373885990602,51.50926097368149,11/27/2022
St. Magnus The Martyr,City And County Of The City Of London,www.stmagnusmartyr.org.uk,200000000000,E09000001,Billingsgate,E05009291,Lower Thames Street City Of London,,,533136.000122197,180652.00012159348,-0.08133981513502138,51.50860969662582,11/27/2022
Library,City Of Westminster,,100000000000,E09000033,St. James's,E05000644,112 St. Martin's Lane,City Of Westminster,,530058.000122197,180661.00012159348,-0.12566858172079787,51.509407549142196,11/27/2022
Prince Of Wales Theatre,City Of Westminster,www.princeofwalestheatre.co.uk,100023472712,E09000033,St. James's,E05000644,31 Coventry Street London,,,529744.000122197,180662.00012159348,-0.13019083081515512,51.50948873622194,11/27/2022
London Coliseum,City Of Westminster,www.londoncoliseum.org/,100023432456,E09000033,St. James's,E05000644,St. Martin's Lane; London ,,,530126.000122197,180662.00012159348,-0.12468879481311096,51.50940087832025,11/27/2022
Chinawhite,City Of Westminster,,200000000000,E09000033,West End,E05000649,6 Air Street,City Of Westminster,,529415.000122197,180667.00012159348,-0.13492768210879272,51.50960913628239,11/27/2022
Piccadilly Institute,City Of Westminster,www.piccadillyinstitute.com/,100000000000,E09000033,St. James's,E05000644,The London Pavilion 1,Piccadilly,City Of Westminster,529598.000122197,180689.00012159348,-0.13228378464804375,51.50976491545805,11/27/2022
Adelphi Theatre,City Of Westminster,www.reallyusefultheatres.co.uk/our-theatres/adelphi,10033579363,E09000033,St. James's,E05000644,City Of Westminster ,,,530356.000122197,180689.00012159348,-0.12136608022078375,51.5095905218393,11/27/2022
Storm Nightclub,City Of Westminster,,100000000000,E09000033,St. James's,E05000644,28 Leicester Square,City Of Westminster,,529924.000122197,180697.00012159348,-0.1275853456686751,51.50976193836027,11/27/2022
Mortons Club,City Of Westminster,,10033570927,E09000033,West End,E05000649,28 Berkeley Square,City Of Westminster,,528704.000122197,180698.00012159348,-0.14515719317091733,51.51005018329719,11/27/2022
Porterhouse,City Of Westminster,,200000000000,E09000033,St. James's,E05000644,21-22 Maiden Lane,City Of Westminster,,530308.000122197,180717.00012159348,-0.12204708557742142,51.50985324976401,11/27/2022
Vaudeville Theatre,City Of Westminster,www.nimaxtheatres.com/vaudeville-theatre,10033544051,E09000033,St. James's,E05000644,404 Strand,City Of Westminster,,530388.000122197,180717.00012159348,-0.1208948205931669,51.50983479147403,11/27/2022
Live At Zédel (Aka Crazy Coqs),City Of Westminster,www.brasseriezedel.com/live-at-zedel,10033616450,E09000033,West End,E05000649,20 Sherwood Street,City Of Westminster,,529480.000122197,180718.00012159348,-0.13397273274040172,51.51005261627311,11/27/2022
The Steelyard,City And County Of The City Of London,,95510144,E09000001,Dowgate,E05009303,13-16 Allhallows Lane,City Of London,,532605.000122197,180736.00012159348,-0.08895602112429277,51.50948952746184,11/27/2022
Salisbury,City Of Westminster,www.greeneking-pubs.co.uk/pub/salisbury-covent-garden,10033585485,E09000033,St. James's,E05000644,90 St. Martin's Lane,City Of Westminster,,530053.000122197,180768.00012159348,-0.12570112308301587,51.51037038151486,11/27/2022
Round Table,City Of Westminster,www.greeneking-pubs.co.uk/pub/round-table-leicester-square,10033554795,E09000033,St. James's,E05000644,26-27 St. Martin's Court,City Of Westminster,,530006.000122197,180769.00012159348,-0.12637771961290137,51.5103901871535,11/27/2022
Swan,City Of Westminster,www.swanbayswater.co.uk,100000000000,E09000033,Lancaster Gate,E05000638,66 Bayswater Road,City Of Westminster,,526600.000122197,180772.00012159348,-0.17543614721481918,51.51119071242872,11/27/2022
Noel Coward Theatre,City Of Westminster,www.noelcowardtheatre.co.uk,100000000000,E09000033,St. James's,E05000644,85-88 St. Martin's Lane,City Of Westminster,,530040.000122197,180793.00012159348,-0.1258791463172148,51.5105980660061,11/27/2022
Lyric Theatre,City Of Westminster,www.nimaxtheatres.com/lyric-theatre,100000000000,E09000033,West End,E05000649,29 Shaftesbury Avenue,City Of Westminster,,529600.000122197,180800.00012159348,-0.13221416923956122,51.5107620923376,11/27/2022
Drayton Court,Ealing,www.draytoncourtlondon.co.uk,12142024,E09000009,Ealing Broadway,E05000173,2 The Avenue,Ealing,,516720.0001221001,180810.00012169778,-0.31774567077878035,51.51366015781297,11/27/2022
Leicester Square Theatre,City Of Westminster,www.leicestersquaretheatre.com,100000000000,E09000033,St. James's,E05000644,6 Leicester Place,City Of Westminster,,529858.000122197,180814.00012159348,-0.128492866078342,51.51082867273402,11/27/2022
Savoy Theatre,City Of Westminster,www.savoy-theatre.co.uk,100000000000,E09000033,St. James's,E05000644,Savoy Court Strand,City Of Westminster,,530601.000122197,180817.00012159348,-0.11778987267930531,51.51068435459246,11/27/2022
Apollo Theatre,City Of Westminster,www.nimaxtheatres.com/apollo-theatre,10033548808,E09000033,West End,E05000649,31 Shaftesbury Avenue,City Of Westminster,,529628.000122197,180826.00012159348,-0.13180130480332305,51.51098934844521,11/27/2022
Lyceum Theatre,City Of Westminster,www.lyceum-theatre.co.uk,10033572107,E09000033,St. James's,E05000644,21 Wellington Street,City Of Westminster,,530549.000122197,180841.00012159348,-0.1185299690136072,51.510912077034625,11/27/2022
Gem,City Of Westminster,www.gem-bar.co.uk/,10033529896,E09000033,West End,E05000649,10 Beak Street,City Of Westminster,,529275.000122197,180859.00012159348,-0.13687374086199772,51.5113668341731,11/27/2022
The Red Room (Aka The Ealing Jazz Club),Ealing,www.ealingclub.com,12133012,E09000009,Ealing Broadway,E05000173,42 The Broadway,Ealing,,517885.0001221001,180864.00012169778,-0.30094467574823447,51.51390360326917,11/27/2022
The White Horse,City Of Westminster,,10033584811,E09000033,West End,E05000649,45 Rupert Street,City Of Westminster,,529615.000122197,180868.00012159348,-0.13197310996271208,51.511369814984825,11/27/2022
Graphic Bar,City Of Westminster,,100000000000,E09000033,West End,E05000649,4 Golden Square,City Of Westminster,,529393.000122197,180883.00012159348,-0.1351652697244879,51.51155552381125,11/27/2022
Prince Edward,City Of Westminster,www.theprince-edward.co.uk,100000000000,E09000033,Bayswater,E05000631,73 Princes Square,City Of Westminster,,525448.000122197,180885.00012159348,-0.1919896638099778,51.51246335517027,11/27/2022
Revolution,City And County Of The City Of London,,100000000000,E09000001,Tower,E05009310,City Of London ,,,533612.000122197,180899.00012159348,-0.07439059003020591,51.51071721619676,11/27/2022
Arts Theatre,City Of Westminster,www.artstheatrewestend.co.uk,10033630848,E09000033,St. James's,E05000644,6 Great Newport Street,City Of Westminster,,530031.000122197,180905.00012159348,-0.1259674634004511,51.511606757303085,11/27/2022
Village,City Of Westminster,www.village-soho.co.uk,10033570802,E09000033,West End,E05000649,81 Wardour Street,City Of Westminster,,529627.000122197,180928.00012159348,-0.13177819834299934,51.51190632379888,11/27/2022
Maddox Club,City Of Westminster,,100000000000,E09000033,West End,E05000649,42858 Mill Street,City Of Westminster,,529009.000122197,180941.00012159348,-0.14067517791681267,51.512164639141275,11/27/2022
Compton's Of Soho,City Of Westminster,,10033584582,E09000033,West End,E05000649,51-53 Old Compton Street,City Of Westminster,,529682.000122197,180946.00012159348,-0.13097935356058696,51.51205547889496,11/27/2022
Parlour At Sketch,City Of Westminster,,100000000000,E09000033,West End,E05000649,9 Conduit Street,City Of Westminster,,529056.000122197,180952.00012159348,-0.13999415306071428,51.51225276862478,11/27/2022
Novello Theatre,City Of Westminster,www.novellotheatrelondon.info/,10033615106,E09000033,St. James's,E05000644,5 Aldwych,City Of Westminster,,530593.000122197,180962.00012159348,-0.11785138078757433,51.51198941084869,11/27/2022
The Coach And Horses,City Of Westminster,,100000000000,E09000033,St. James's,E05000644,42 Wellington Street,City Of Westminster,,530492.000122197,180967.00012159348,-0.11930433055425856,51.51205768919364,11/27/2022
Handel & Hendrix In London,City Of Westminster,www.handelhendrix.org,0,E09000033,West End,E05000649,25 Brook Street City Of Westminster,,,528755.2590942979,180967.30950879306,-0.14432051033934612,51.512458993743074,11/27/2022
Marble Arch Theatre,City Of Westminster,www.fiveguysmusical.com,10033548055,E09000033,Knightsbridge And Belgravia,E05000637,Marble Arch London,,,527852.000122197,180968.00012159348,-0.1573311721192663,51.51267036063192,11/27/2022
Cirque Du Soir,City Of Westminster,,10033600542,E09000033,West End,E05000649,21 Ganton Street,City Of Westminster,,529236.000122197,180970.00012159348,-0.13739479600024615,51.512373396026376,11/27/2022
Cos Bar,City And County Of The City Of London,,100000000000,E09000001,Castle Baynard,E05009297,148 Queen Victoria Street,City Of London,,531832.000122197,180975.00012159348,-0.10000016141271767,51.51181846015142,11/27/2022
Ain't Nothin But Blues Bar,City Of Westminster,www.aintnothinbut.co.uk,100000000000,E09000033,West End,E05000649,20 Kingly Street,City Of Westminster,,529197.000122197,180980.00012159348,-0.1379528960527385,51.51247219450497,11/27/2022
Theatre Royal Drury Lane,City Of Westminster,www.reallyusefultheatres.co.uk/our-theatres/theatre-royal,10033555899,E09000033,St. James's,E05000644,Drury Lane City Of Westminster,,,530529.000122197,181002.00012159348,-0.11875842170509524,51.51236370820579,11/27/2022
Yager Bar,City And County Of The City Of London,www.yager-bar.com,95506109,E09000001,Bread Street,E05009293,42796 Old Change Court,City Of London,,532120.000122197,181003.00012159348,-0.09584139236763949,51.512002826469164,11/27/2022
Royal Opera House,City Of Westminster,www.roh.org.uk,10033547198,E09000033,St. James's,E05000644,Covent Garden City Of Westminster,,,530368.000122197,181017.00012159348,-0.1210719337337172,51.512535702229506,11/27/2022
Cockpit,City And County Of The City Of London,www.thecockpit.org.uk,100000000000,E09000001,Farringdon Within,E05009304,7 St. Andrew's Hill,City Of London,,531840.000122197,181017.00012159348,-0.0998692218655941,51.512194069767034,11/27/2022
Foundation Bar,City Of Westminster,,100000000000,E09000033,St. James's,E05000644,5 Langley Street,City Of Westminster,,530207.000122197,181027.00012159348,-0.12338731145696077,51.51266271248243,11/27/2022
The Coach And Horses,City Of Westminster,www.coachsoho.co.uk,100000000000,E09000033,West End,E05000649,29 Greek Street,City Of Westminster,,529846.000122197,181028.00012159348,-0.12858687785976333,51.51275479627961,11/27/2022
St. Stephen Walbrook,City And County Of The City Of London,www.ststephenwalbrook.net,200000000000,E09000001,Walbrook,E05009312,39 Walbrook,City Of London,,532627.000122197,181039.00012159348,-0.08852515518664116,51.51220757019968,11/27/2022
Ronnie Scotts,City Of Westminster,www.ronniescotts.co.uk,10033534558,E09000033,West End,E05000649,47 Frith Street,City Of Westminster,,529740.000122197,181041.00012159348,-0.13010894828599448,51.51289599196441,11/27/2022
Two Brewers,Camden,www.greeneking-pubs.co.uk/pub/two-brewers-covent-garden,5059285,E09000007,Holborn And Covent Garden,E05000138,40 Monmouth Street,Camden,,530043.000122197,181044.00012159348,-0.12574333337623142,51.51285328149432,11/27/2022
The Spice Of Life,City Of Westminster,www.spiceoflifesoho.com,100000000000,E09000033,West End,E05000649,6 Moor Street,City Of Westminster,,529874.000122197,181046.00012159348,-0.12817692525852112,51.51291013770648,11/27/2022
Pineapple Dance Studios,City Of Westminster,,10033569887,E09000033,St. James's,E05000644,7 Langley Street,City Of Westminster,,530195.000122197,181054.00012159348,-0.1235501886333789,51.51290814521416,11/27/2022
Shakespeares Head,City Of Westminster,www.greeneking-pubs.co.uk/pub/shakespeares-head-soho,100000000000,E09000033,West End,E05000649,29 Great Marlborough Street,City Of Westminster,,529192.000122197,181055.00012159348,-0.13799742676553958,51.51314741813593,11/27/2022
Cambridge Theatre,Camden,www.reallyusefultheatres.co.uk/our-theatres/cambridge,5089373,E09000007,Holborn And Covent Garden,E05000138,Earlham Street Camden,,,530108.000122197,181062.00012159348,-0.12480040993740843,51.513000091878524,11/27/2022
Prince Edward Theatre,City Of Westminster,www.princeedwardtheatre.co.uk,100000000000,E09000033,West End,E05000649,28 Old Compton Street,City Of Westminster,,529792.000122197,181081.00012159348,-0.12934519257670646,51.51324355392825,11/27/2022
Loop Bar & Nightclub,City Of Westminster,www.theloopbar.co.uk/,100000000000,E09000033,West End,E05000649,19 Dering Street,City Of Westminster,,528784.000122197,181095.00012159348,-0.14385985850845395,51.51360009513739,11/27/2022
Phoenix Theatre,Camden,www.phoenixtheatrelondon.co.uk,5037592,E09000007,Holborn And Covent Garden,E05000138,110 Charing Cross Road,Camden,,529885.000122197,181169.00012159348,-0.12797314941645177,51.51401309345008,11/27/2022
Basement Sate,City Of Westminster,www.basementsate.com,100000000000,E09000033,West End,E05000649,8 Broadwick Street,City Of Westminster,,529517.000122197,181108.00012159348,-0.13329650144151914,51.513549342678424,11/27/2022
Bjs White Swan,Tower Hamlets,www.bjswhiteswan.com,6047411,E09000030,Shadwell,E05009332,556 Commercial Road,Tower Hamlets,,536023.000122197,181110.00012159348,-0.039583642640520625,51.5120381523116,11/27/2022
Madison,City And County Of The City Of London,www.madisonlondon.net/,10091783504,E09000001,Bread Street,E05009293,1 New Change,City Of London,,532208.000122197,181111.00012159348,-0.09453335081235609,51.51295288912389,11/27/2022
Spread Eagle,City Of Westminster,www.greeneking-pubs.co.uk/pub/spread-eagle-marylebone,10033584775,E09000033,West End,E05000649,8 Woodstock Street,City Of Westminster,,528646.000122197,181119.00012159348,-0.1458389459067427,51.51384724767082,11/27/2022
Barrio Central,City Of Westminster,,10033586646,E09000033,West End,E05000649,6 Poland Street,City Of Westminster,,529407.000122197,181124.00012159348,-0.13487513146889357,51.51371835717268,11/27/2022
Salsa!,Camden,www.bar-salsa.com/soho,5002609,E09000007,Holborn And Covent Garden,E05000138,96 Charing Cross Road,Camden,,529920.000122197,181124.00012159348,-0.12748557398402618,51.513600598790376,11/27/2022
